,동,등록 자동차 수
0,가락2동,1
1,가산동,4
2,가양1동,21
3,가회동,2
4,갈현1동,1
5,개봉1동,2
6,개포2동,2
7,거여1동,2
8,거여2동,1
9,고덕1동,2
10,고덕2동,1
11,고척1동,3
12,공덕동,5
13,공릉1동,4
14,공릉2동,1
15,공항동,8
16,광장동,3
17,광희동,2
18,구로3동,2
19,구로4동,1
20,구로5동,1
21,구산동,1
22,구의1동,2
23,구의3동,2
24,금호2·3가동,1
25,길음2동,1
26,남영동,2
27,내곡동,6
28,논현1동,7
29,논현2동,9
30,능동,1
31,다산동,1
32,답십리2동,1
33,당산1동,6
34,당산2동,3
35,대방동,1
36,대치1동,4
37,대치2동,2
38,대치4동,10
39,도곡1동,2
40,도곡2동,6
41,도봉2동,1
42,도화동,3
43,둔촌1동,3
44,둔촌2동,1
45,등촌1동,4
46,등촌3동,1
47,마장동,2
48,마천1동,2
49,마천2동,1
50,망우본동,1
51,망원1동,1
52,망원2동,1
53,면목2동,1
54,면목4동,10
55,명동,28
56,목1동,38
57,목2동,2
58,목5동,2
59,묵1동,2
60,문래동,1
61,문정2동,2
62,미아동,6
63,반포1동,1
64,반포3동,1
65,반포4동,6
66,반포본동,1
67,발산1동,1
68,방배3동,2
69,방배4동,4
70,방이1동,5
71,방학1동,4
72,방학2동,1
73,방화1동,1
74,방화3동,1
75,번2동,1
76,보문동,1
77,부암동,1
78,북가좌1동,3
79,북아현동,1
80,사근동,1
81,사당1동,2
82,사당2동,1
83,사당3동,2
84,사당4동,1
85,사당5동,2
86,사직동,5
87,삼선동,1
88,삼성1동,59
89,삼성2동,10
90,삼성동,2
91,삼청동,1
92,상계10동,1
93,상계1동,1
94,상계5동,1
95,상계6·7동,3
96,상도1동,2
97,상도2동,1
98,상도4동,1
99,상봉1동,2
100,상암동,282
101,상일동,1
102,서강동,3
103,서교동,3
104,서초1동,10
105,서초2동,5
106,서초3동,2
107,서초4동,2
108,석촌동,2
109,성내1동,3
110,성내2동,4
111,성북동,3
112,성산1동,1
113,성산2동,2
114,성수1가1동,18
115,성수2가3동,3
116,세곡동,11
117,소공동,2
118,송중동,2
119,수궁동,2
120,수서동,1
121,수유3동,1
122,시흥1동,1
123,시흥2동,5
124,시흥3동,1
125,시흥5동,1
126,신길4동,1
127,신길5동,1
128,신내1동,1
129,신내2동,3
130,신당동,2
131,신대방1동,1
132,신대방2동,6
133,신도림동,2
134,신림동,1
135,신사1동,2
136,신사동,4
137,신수동,1
138,신월1동,1
139,신월2동,5
140,신월3동,1
141,신월4동,1
142,신월5동,1
143,신월7동,4
144,신정1동,1
145,신정2동,3
146,신정3동,1
147,신정4동,2
148,신정7동,1
149,신촌동,1
150,쌍문1동,3
151,쌍문2동,2
152,쌍문3동,1
153,아현동,4
154,압구정동,2
155,약수동,1
156,양재1동,4
157,양재2동,6
158,양평1동,1
159,양평2동,1
160,여의동,18
161,역삼1동,13
162,역삼2동,2
163,역촌동,3
164,연남동,1
165,연희동,3
166,영등포동,2
167,오금동,1
168,오류2동,1
169,용답동,1
170,용신동,4
171,우장산동,2
172,원효로1동,1
173,원효로2동,1
174,월곡1동,2
175,월곡2동,1
176,위례동,1
177,응봉동,2
178,응암1동,1
179,응암2동,1
180,응암3동,1
181,이촌1동,1
182,이태원1동,1
183,이태원2동,1
184,이화동,1
185,인수동,1
186,일원1동,1
187,일원2동,1
188,일원본동,1
189,자양1동,1
190,자양2동,1
191,자양3동,1
192,잠실3동,1
193,잠실6동,2
194,잠실본동,1
195,잠원동,2
196,장안1동,2
197,장안2동,1
198,장지동,3
199,장충동,6
200,전농1동,2
201,전농2동,1
202,정릉1동,2
203,정릉3동,2
204,종로1·2·3·4가동,12
205,종로5·6가동,1
206,종암동,1
207,중림동,1
208,중앙동,1
209,중화1동,1
210,진관동,8
211,창3동,1
212,창5동,1
213,창신1동,1
214,천호2동,3
215,천호3동,1
216,청구동,1
217,청담동,8
218,청량리동,1
219,청룡동,2
220,청운효자동,1
221,충현동,3
222,평창동,4
223,풍납1동,1
224,풍납2동,1
225,필동,99
226,하계1동,2
227,하계2동,1
228,한강로동,37
229,한남동,6
230,합정동,3
231,행당1동,5
232,행당2동,1
233,홍제1동,1
234,화곡3동,1
235,화곡6동,2
236,화곡본동,1
237,화양동,1
238,회현동,5
239,후암동,1
240,휘경1동,2
241,휘경2동,2
242,흑석동,2
